model_name,context_size,duration_seconds,tokens_per_second,success,error_message,response_text,response_tokens,response_length,time_to_first_token,total_generation_time,tokens_per_second_generation,streaming_chunks
gpt-5,10,0.44362807273864746,22.54140487157866,True,,No,1.0,2.0,0.36832475662231445,0.07530331611633301,13.279627665468821,1.0
gpt-5,10,0.31888890266418457,31.35888366278709,True,,No,1.0,2.0,0.2642228603363037,0.05466604232788086,18.292891846863743,1.0
gpt-5,10,0.5396091938018799,18.531930357864784,True,,No,1.0,2.0,0.5393640995025635,0.00024509429931640625,4080.0622568093386,1.0
gpt-5,100,0.4562661647796631,219.1703170632679,True,,No,1.0,2.0,0.4053311347961426,0.05093502998352051,19.632853859584248,1.0
gpt-5,100,0.37102699279785156,269.52216938696824,True,,No,1.0,2.0,0.32998085021972656,0.041046142578125,24.36282527881041,1.0
gpt-5,100,0.40252685546875,248.4306292645944,True,,No,1.0,2.0,0.3534567356109619,0.049070119857788086,20.37900055875422,1.0
gpt-5,1000,0.6175751686096191,1619.2360878941342,True,,No,1.0,2.0,0.5692191123962402,0.048356056213378906,20.679932945468888,1.0
gpt-5,1000,0.49569010734558105,2017.3894640645478,True,,No,1.0,2.0,0.44921302795410156,0.04647707939147949,21.515981922550132,1.0
gpt-5,1000,0.5020649433135986,1991.7741983737396,True,,No,1.0,2.0,0.4298360347747803,0.07222890853881836,13.844872091104143,1.0
gpt-5,10000,0.8580842018127441,11653.867975747042,True,,No,1.0,2.0,0.816615104675293,0.04146909713745117,24.11434222176228,1.0
gpt-5,10000,0.7775859832763672,12861.600151099272,True,,No,1.0,2.0,0.7646908760070801,0.01289510726928711,77.54879266353585,1.0
gpt-5,10000,0.9646971225738525,10365.94778402529,True,,No,1.0,2.0,0.9645099639892578,0.00018715858459472656,5343.062420382165,1.0
gpt-5,100000,5.7003960609436035,17542.64070967846,True,,Yes,1.0,3.0,5.700160026550293,0.00023603439331054688,4236.670707070707,1.0
gpt-5,100000,5.179760932922363,19305.717251236474,True,,No,1.0,2.0,5.07126522064209,0.10849571228027344,9.21695409876413,1.0
gpt-5,100000,7.334857940673828,13633.52921199362,True,,No,1.0,2.0,7.2993011474609375,0.035556793212890625,28.124021027786718,1.0
gpt-5-mini,10,0.9476211071014404,10.552740884579649,True,,No,1.0,2.0,0.915740966796875,0.03188014030456543,31.36749055827693,1.0
gpt-5-mini,10,1.4545588493347168,6.874936689274401,True,,,0.0,0.0,1.4003629684448242,0.05419588088989258,0.0,0.0
gpt-5-mini,10,0.8938169479370117,11.187973133739137,True,,No,1.0,2.0,0.838090181350708,0.05572676658630371,17.944698055490193,1.0
gpt-5-mini,100,0.8526530265808105,117.28100045689858,True,,No,1.0,2.0,0.8524398803710938,0.00021314620971679688,4691.615212527964,1.0
gpt-5-mini,100,1.231783151626587,81.18312047696756,True,,No,1.0,2.0,1.170943021774292,0.06084012985229492,16.436519817228486,1.0
gpt-5-mini,100,0.7743589878082275,129.13907060476365,True,,No,1.0,2.0,0.7706317901611328,0.0037271976470947266,268.2980873792618,1.0
gpt-5-mini,1000,1.508207082748413,663.0389231283115,True,,No,1.0,2.0,1.5045621395111084,0.0036449432373046875,274.3526949241235,1.0
gpt-5-mini,1000,0.9772889614105225,1023.2388162419217,True,,No,1.0,2.0,0.9122991561889648,0.06498980522155762,15.387028728442662,1.0
gpt-5-mini,1000,1.1263439655303955,887.828257266953,True,,No,1.0,2.0,1.0695528984069824,0.056791067123413086,17.608403057947346,1.0
gpt-5-mini,10000,1.2320902347564697,8116.2886596342205,True,,,0.0,0.0,1.2316348552703857,0.0004553794860839844,0.0,0.0
gpt-5-mini,10000,1.8122270107269287,5518.072482535593,True,,No,1.0,2.0,1.7371058464050293,0.07512116432189941,13.311827752228792,1.0
gpt-5-mini,10000,2.191826820373535,4562.404249755362,True,,,0.0,0.0,2.169968843460083,0.02185797691345215,0.0,0.0
gpt-5-mini,100000,3.567841053009033,28028.154425674977,True,,No,1.0,2.0,3.5343570709228516,0.03348398208618164,29.86502613178394,1.0
gpt-5-mini,100000,3.4021267890930176,29393.37837748818,True,,,0.0,0.0,3.381934881210327,0.02019190788269043,0.0,0.0
gpt-5-mini,100000,3.632817029953003,27526.847395695477,True,,,0.0,0.0,3.611035108566284,0.02178192138671875,0.0,0.0
gpt-5-nano,10,0.6628339290618896,15.086735246267526,True,,,0.0,0.0,0.6575267314910889,0.005307197570800781,0.0,0.0
gpt-5-nano,10,0.8871009349822998,11.272674400010105,True,,No,1.0,2.0,0.8318209648132324,0.05527997016906738,18.089734798003978,1.0
gpt-5-nano,10,1.5580079555511475,6.41845246320484,True,,No,1.0,2.0,1.5577402114868164,0.0002677440643310547,3734.9100623330364,1.0
gpt-5-nano,100,0.7256119251251221,137.81471408805243,True,,No,1.0,2.0,0.6906147003173828,0.03499722480773926,28.573694214144112,1.0
gpt-5-nano,100,0.7147588729858398,139.90732228654838,True,,,0.0,0.0,0.6414330005645752,0.07332587242126465,0.0,0.0
gpt-5-nano,100,0.7791469097137451,128.3455003841824,True,,No,1.0,2.0,0.776482105255127,0.002664804458618164,375.2620560078733,1.0
gpt-5-nano,1000,0.9241716861724854,1082.050029190531,True,,No,1.0,2.0,0.870593786239624,0.05357789993286133,18.664412029084826,1.0
gpt-5-nano,1000,0.8130440711975098,1229.9456270889818,True,,No,1.0,2.0,0.7649400234222412,0.048104047775268555,20.788271387717273,1.0
gpt-5-nano,1000,0.8140230178833008,1228.4664905426066,True,,No,1.0,2.0,0.7530031204223633,0.0610198974609375,16.388097024256066,1.0
gpt-5-nano,10000,1.1333932876586914,8823.062664026811,True,,,0.0,0.0,1.1267750263214111,0.0066182613372802734,0.0,0.0
gpt-5-nano,10000,1.4781692028045654,6765.125386881801,True,,No,1.0,2.0,1.425063133239746,0.053106069564819336,18.83023933412049,1.0
gpt-5-nano,10000,1.070124864578247,9344.70390419454,True,,,0.0,0.0,1.057297945022583,0.012826919555664062,0.0,0.0
gpt-5-nano,100000,3.897023916244507,25660.607209300433,True,,,0.0,0.0,3.838193893432617,0.05883002281188965,0.0,0.0
